text,spam,hate,scam,political,violence,sectarian,adult,drugs,harass,misinfo
الماريجوانا بأنواعها متوفرة، للكميات سعر خاص، توصيل آمن لكل مكان,0,0,0,0,0,0,0,1,0,0
بدك تجرب أقوى صنف بالسوق؟ عندي يلي بيوصلك لمستوى تاني، تواصل خاص,0,0,0,0,0,0,0,1,0,0
وصلتني شحنة محدودة من النوع الفاخر، للسباقين بالطلب بس، احكيني,0,0,0,0,0,0,0,1,0,0
عندي مهدئات قوية بتنيمك بثواني، نوعية أصلية، توصيل سري وسريع خاص,0,0,0,0,0,0,0,1,0,0
ع.ن.د.ي كل الأصناف يلي بدك ياها، الجودة مضمونة احكيني عالخاص,0,0,0,0,0,0,0,1,0,0
للبيع بضاعة نضيفة بسعر ينافس الكل، للزباين الدايمين خصم، تواصل,0,0,0,0,0,0,0,1,0,0
عندي يلي بيطير عقلك بثواني ويخليك بعالم تاني، جرب وحدة بس وشوف,0,0,0,0,0,0,0,1,0,0
الحبوب الحمرا والصفرا متوفرة، نوعية ممتازة وسعر منيح، احكيني خاص,0,0,0,0,0,0,0,1,0,0
بضاعة فاخرة وصلتني للزباين المميزين بس، النوعية والسرية مضمونة,0,0,0,0,0,0,0,1,0,0
عندي خلطة بتعطيك إحساس ما جربتو، السعر رمزي لأول الطالبين، تواصل,0,0,0,0,0,0,0,1,0,0
بدك كمية للتوزيع؟ عندي أسعار جملة ممتازة وبضاعة نوعية، احكيني خاص,0,0,0,0,0,0,0,1,0,0
و.ص.ل.ن.ي صنف أوروبي نادر للمميزين بس، السعر بالخاص احكيني,0,0,0,0,0,0,0,1,0,0
المسحوق الأبيض النقي متوفر بكميات، توصيل سري للزباين الجادين بس,0,0,0,0,0,0,0,1,0,0
عندي يلي بيشيل تعبك وهمك بلحظة، جرب وشوف الفرق، التواصل خاص هلق,0,0,0,0,0,0,0,1,0,0
للبيع أقراص منشطة بأسعار منافسة، نوعية أصلية، توصيل لكل المحافظات,0,0,0,0,0,0,0,1,0,0
بدك تعيش ليلة لا تنتسى مع أصحابك؟ عندي كل ما يلزمكم، احكيني خاص,0,0,0,0,0,0,0,1,0,0
وصلتني بضاعة من أجود المصادر، للكميات الكبيرة سعر مغري، تواصل سري,0,0,0,0,0,0,0,1,0,0
عندي أقوى صنف وصل هالشهر، نقاوة عالية للزباين المميزين، احكيني خاص,0,0,0,0,0,0,0,1,0,0
شحنة من اللبناني الأصيل وصلت، للزباين القدام أولاً,0,0,0,0,0,0,0,1,0,0
عندي كبتاغون فرز أول، الكمية محدودة بسرعة احكيني,0,0,0,0,0,0,0,1,0,0
بيع بضاعة فاخرة بسعر منافس، التوصيل لباب البيت,0,0,0,0,0,0,0,1,0,0
حشيش جبلي عضوي ما فيو مواد كيماوية، جرب الفرق,0,0,0,0,0,0,0,1,0,0
أفضل نوعية هيروين نقي ما في أحسن منو بالسوق,0,0,0,0,0,0,0,1,0,0
بودرة بيضاء نوعية ممتازة، نقاوة عالية وسعر مناسب,0,0,0,0,0,0,0,1,0,0
بيع أقراص نوم قوية بدون وصفة بالكميات، خاص فقط,0,0,0,0,0,0,0,1,0,0
عندي كريستال شفاف نوعية لا تقارن، السعر للكمية,0,0,0,0,0,0,0,1,0,0
شحنة هيش طازجة من المصدر، ضمان الجودة والنقاوة,0,0,0,0,0,0,0,1,0,0
حبوب ترامادول أصلية بالكمية، توصيل سري وآمن,0,0,0,0,0,0,0,1,0,0
بيع مواد للمصانع، نوعيات مختلفة وأسعار الجملة,0,0,0,0,0,0,0,1,0,0
عندي ما بتدور عليه، احكيني وحدد طلبك بالخاص,0,0,0,0,0,0,0,1,0,0
شحنة كوكايين فاخر وصلت من كولومبيا، للمميزين,0,0,0,0,0,0,0,1,0,0
أقراص XTC أصلية لحفلات السهر، الكمية محدودة,0,0,0,0,0,0,0,1,0,0
بيع خلطات طبيعية تعطيك تجربة خرافية، ادفع وجرب,0,0,0,0,0,0,0,1,0,0
عندي بضاعة مختلطة بكميات، الكمية تحدد السعر,0,0,0,0,0,0,0,1,0,0
شحنة حشيش مغربي ممتاز وصلت، للزباين الدايمين,0,0,0,0,0,0,0,1,0,0
كبتاغون جديد قوي جداً، الجرعة نص اللي قبلو,0,0,0,0,0,0,0,1,0,0
حبوب مهدئة كتيرة بدون وصفة، توصيل سري للبيت,0,0,0,0,0,0,0,1,0,0
بيع حشيش زيت عالي التركيز، قطرة وكافيك ليلتك,0,0,0,0,0,0,0,1,0,0
وصلتني مواد من تركيا، متنوعة وبأسعار مغرية جداً,0,0,0,0,0,0,0,1,0,0
عندي منشطات جنسية طبيعية وكيماوية للرجال، خاص,0,0,0,0,0,0,0,1,0,0
شحنة ماريجوانا أمريكية وصلت، skunk وsativa ومزيج,0,0,0,0,0,0,0,1,0,0
بضاعة من لبنان وصلت خلال الليل، للكميات سعر,0,0,0,0,0,0,0,1,0,0
حبوب بنزوديازيبين بكميات كبيرة بدون روشتة طبية,0,0,0,0,0,0,0,1,0,0
عندي مخدر جديد دخل السوق مؤخراً، أقوى وأرخص,0,0,0,0,0,0,0,1,0,0
شحنة هيروين أفغاني وصلت، نقاوة 90%، للجادين,0,0,0,0,0,0,0,1,0,0
بيع مواد خام لتحضير المواد، الكميات الكبيرة أرخص,0,0,0,0,0,0,0,1,0,0
كوكايين من فنزويلا، النوعية تتكلم عن حالها معك,0,0,0,0,0,0,0,1,0,0
عندي حبوب فالكول بالكميات للحفلات والسهرات,0,0,0,0,0,0,0,1,0,0
شحنة GHB وصلت، مادة السهر الشهيرة بأسعار تنافس,0,0,0,0,0,0,0,1,0,0
أقراص متنوعة من كل الأنواع والألوان، اطلب يلي بدك,0,0,0,0,0,0,0,1,0,0
بيع مواد للتخدير الطبي بكميات كبيرة وبسعر الجملة,0,0,0,0,0,0,0,1,0,0
عندي خلطة طبيعية تعطيك طاقة يومين بلا توقف,0,0,0,0,0,0,0,1,0,0
شحنة حبوب مدرسية وصلت، للطلاب والامتحانات,0,0,0,0,0,0,0,1,0,0
بيع زيت CBD عالي التركيز، يريحك من الألم والقلق,0,0,0,0,0,0,0,1,0,0
كبتاغون محلي الصنع لكن الجودة أفضل من المستورد,0,0,0,0,0,0,0,1,0,0
مخدر الفيل وصلنا، التجربة ما رح تنساها بحياتك,0,0,0,0,0,0,0,1,0,0
عندي مهدئات قوية للحيوانات قابلة للبشر، خاص,0,0,0,0,0,0,0,1,0,0
شحنة بيض فراشة وصلت، كل قرص بيوقف الألم فوراً,0,0,0,0,0,0,0,1,0,0
بودرة الكيتامين وصلتنا، للطلبيات الكبيرة سعر خاص,0,0,0,0,0,0,0,1,0,0
عندي أوبيويد قوي بدون وصفة، للجادين فقط خاص,0,0,0,0,0,0,0,1,0,0
شحنة ملح الصخرة وصلت، التركيز عالي والسعر مناسب,0,0,0,0,0,0,0,1,0,0
بيع مواد للضالعين بالتصنيع، الكميات بالأطنان,0,0,0,0,0,0,0,1,0,0
حبوب نوم أمريكية ما بتلاقيها بالصيدليات، خاص,0,0,0,0,0,0,0,1,0,0
عندي كل ما تتمنى من المواد المخدرة والمنشطات,0,0,0,0,0,0,0,1,0,0
شحنة لصق الفنتانيل وصلت، للألم الشديد فقط,0,0,0,0,0,0,0,1,0,0
بيع مخدر رينبو قادم للسوق، مزيج مثالي ورائع,0,0,0,0,0,0,0,1,0,0
عندي ما يخفف ضغوطاتك ويخليك بعالم تاني تماماً,0,0,0,0,0,0,0,1,0,0
شحنة بضاعة من أفغانستان وصلت، النوعية من أفضل,0,0,0,0,0,0,0,1,0,0
كميات كبيرة للتوزيع بكل المحافظات، الدفع عند الاستلام,0,0,0,0,0,0,0,1,0,0
شفتك اليوم بالشارع وعم تتجاهليني، بس انا رح ضل لاحقك لتردي علي,0,0,0,0,0,0,0,0,1,0
ليش عم تتجاهلي رسايلي؟ انا بعرف وين بتشتغلي ورح اجي لعندك,0,0,0,0,0,0,0,0,1,0
ولك يا فاشل بطّل تحكي بهالموضوع وإلا رح افضحك قدام الكل,0,0,0,0,0,0,0,0,1,0
بعرف عنوان بيتك وعم راقبك من زمان، أحسنلك ترديلي,0,0,0,0,0,0,0,0,1,0
اذا ما طلعتي معي رح ابعت صورك لكل الناس يلي بتعرفيهم,0,0,0,0,0,0,0,0,1,0
كل ما شوفك رح ذكرك إنك مو قدها وإنك فاشلة بكل شي,0,0,0,0,0,0,0,0,1,0
رح اخليك تندمي إنك رفضتيني، انتظري وشوفي شو رح يصير,0,0,0,0,0,0,0,0,1,0
ا.ن.ا ب.ع.ر.ف كل تفاصيل حياتك ورح افضحها اذا ما سمعت كلامي,0,0,0,0,0,0,0,0,1,0
بطل ترد عمكالماتي بهالطريقة وإلا رح اجي لمحل شغلك واعملك فضيحة,0,0,0,0,0,0,0,0,1,0
انت إنسان حقير ومالك قيمة، الكل بيكرهك بس عم يجاملوك,0,0,0,0,0,0,0,0,1,0
رح ضل ابعتلك رسايل ليل نهار لحتى ترضخ وتعمل يلي بدي ياه,0,0,0,0,0,0,0,0,1,0
شو هالغرور؟ انتي مو شي بتطلعي معي وإلا رح ندمك عكل يوم,0,0,0,0,0,0,0,0,1,0
عندي صور وفيديوهات إلك ورح انشرها اذا ما حولتلي المبلغ,0,0,0,0,0,0,0,0,1,0
كل يوم رح ذكرك إنك خربتي حياتي ورح خرب حياتك متل ما عملتي,0,0,0,0,0,0,0,0,1,0
و.ل.ك يا تافه بطل تتمسخر علي وإلا منتهي أمرك معي,0,0,0,0,0,0,0,0,1,0
لاحقتك لبيتك مبارح وعرفت كل عاداتك، ما رح تخلصي مني سهل,0,0,0,0,0,0,0,0,1,0
اذا ما رديتي رح اتصل بأهلك واخبرهم كل شي عنك وافضحك,0,0,0,0,0,0,0,0,1,0
انتي بنت رخيصة وكل الناس بيعرفوا حقيقتك، بس انا رح فضحك أكتر,0,0,0,0,0,0,0,0,1,0
رح ابعت رسايل لكل أصحابك واخبرهم شو نوع إنسان انتي بالحقيقة,0,0,0,0,0,0,0,0,1,0
ما تفكري تتجاهليني، انا موجود بكل مكان بتروحيلو وعم راقبك,0,0,0,0,0,0,0,0,1,0
يا حيوان بطل تحط منشورات عني وإلا رح اخليك تندم طول عمرك,0,0,0,0,0,0,0,0,1,0
عرفت رقم بيتك الجديد وعم اجي لعندك بكرا، استعدي لتشوفيني,0,0,0,0,0,0,0,0,1,0
ا.ذ.ا م.ا سمعت كلامي رح انشر كل أسرارك قدام كل معارفك,0,0,0,0,0,0,0,0,1,0
كل ما حاولتي تهربي مني رح اضل ألاحقك لين تستسلمي وترضخي,0,0,0,0,0,0,0,0,1,0
انت أحقر إنسان وعم تتظاهر بالطيبة، رح افضح حقيقتك للكل,0,0,0,0,0,0,0,0,1,0
بعرف مدرسة ولادك ووين بيلعبوا، أحسنلك تردي علي بسرعة,0,0,0,0,0,0,0,0,1,0
رح خرب سمعتك بالعمل وقدام أهلك اذا ما عملتي يلي بدي ياه,0,0,0,0,0,0,0,0,1,0
شفت صورك القديمة وعندي نسخ منها، رح تندمي اذا ما رديتي,0,0,0,0,0,0,0,0,1,0
يا فاشلة محدا بيحبك وانا الوحيد يلي اهتم فيكي، لا تتجاهليني,0,0,0,0,0,0,0,0,1,0
و.ل.ك بطل تحكي عني للناس وإلا رح اجي اعملك مشكلة بالشارع,0,0,0,0,0,0,0,0,1,0
كل ليلة رح ابعتلك رسايل لتعرفي إنو ما في مهرب مني أبداً,0,0,0,0,0,0,0,0,1,0
رح اخبر زوجك بكل شي صار بيناتنا اذا ما حولتلي يلي طلبتو,0,0,0,0,0,0,0,0,1,0
عم تتكبري علي؟ انتظري لشوف غرورك وين رح يوصلك معي,0,0,0,0,0,0,0,0,1,0
بعرف كل تحركاتك ومع مين بتطلعي، رح افضحك قدام الكل قريباً,0,0,0,0,0,0,0,0,1,0
يا حقير رح خليك مشهور بكل المجموعات بأسوأ طريقة ممكنة,0,0,0,0,0,0,0,0,1,0
ا.ن.ت.ي ملك إلي ومحدا غيري رح ياخدك، نسي حالك من باقي الناس,0,0,0,0,0,0,0,0,1,0
رح اتصل فيكي كل ساعة لحتى تجنّي وترضخي لكل يلي بدي ياه,0,0,0,0,0,0,0,0,1,0
شفتك مع واحد تاني وهلق رح اخليكي تدفعي تمن هالخيانة غالي,0,0,0,0,0,0,0,0,1,0
انت إنسان منبوذ وكل يلي حواليك بيتمنوا يتخلصوا منك، صدقني,0,0,0,0,0,0,0,0,1,0
رح انشر رقمك بكل المواقع المشبوهة لتنحرق حياتك متل ما حرقتي حياتي,0,0,0,0,0,0,0,0,1,0
بعرف عنوانك بالتفصيل وعم اراقب بيتك من سيارتي كل يوم، انتبهي,0,0,0,0,0,0,0,0,1,0
اذا ما رديتي خلال ساعة رح اجي اعملك فضيحة قدام جيرانك كلهم,0,0,0,0,0,0,0,0,1,0
يا تافهة بطلي تتمنعي، انتي مالك قيمة وانا عم اتنازل لإلك,0,0,0,0,0,0,0,0,1,0
و.ل.ك ر.ح ا.ل.ا.ح.ق.ك لين تعترف بيلي عملتو وتدفع تمنو,0,0,0,0,0,0,0,0,1,0
رح خرب علاقتك بكل حدا تعرفيه لين تضلي وحيدة وترجعيلي راكعة,0,0,0,0,0,0,0,0,1,0
عندي كل محادثاتنا القديمة ورح اطلعها للناس اذا ما سمعت كلامي,0,0,0,0,0,0,0,0,1,0
كل ما تتجاهليني رح اعمل شي أسوأ، ما رح ترتاحي مني نهائياً,0,0,0,0,0,0,0,0,1,0
يا فاشل العالم كلو بيضحك عليك من ورا ظهرك وانت ما عم تحس,0,0,0,0,0,0,0,0,1,0
رح اخليكي تكرهي حياتك وكل يوم بتعيشيه اذا ما عدتي إلي هلق,0,0,0,0,0,0,0,0,1,0
بعرف وين بتسهري ومع مين، رح اجي لعندك بكرا واعملك مشكلة كبيرة,0,0,0,0,0,0,0,0,1,0
عرفت رقمك الجديد رغم إنك غيرتو، ما رح تقدري تهربي مني بهالسهولة,0,0,0,0,0,0,0,0,1,0
كل ما تحطي صورة جديدة رح علّق عليها واخليكي تندمي إنك نشرتيها,0,0,0,0,0,0,0,0,1,0
شفتك مع رفيقاتك بالكافيه، عم راقبك من بعيد وانتي ما عم تحسي,0,0,0,0,0,0,0,0,1,0
بطلي تبلوكيني، كل ما تعملي حساب جديد رح لاقيكي وارجع ضايقك,0,0,0,0,0,0,0,0,1,0
رح ابعت رسايل لكل زملائك بالشغل واخبرهم أشياء رح تخليكي تستحي,0,0,0,0,0,0,0,0,1,0
انتي بتتجاهليني بس انا رح ضل موجود بحياتك سواء بدك أو ما بدك,0,0,0,0,0,0,0,0,1,0
عندي صورك القديمة محفوظة وكل ما تتجاهليني رح فكرك إنها معي,0,0,0,0,0,0,0,0,1,0
و.ل.ك بطل تتظاهر إنك ما بتعرفني، رح اخليك تتذكرني بطريقة وحشة,0,0,0,0,0,0,0,0,1,0
رح اتصل فيكي من أرقام مختلفة لين تردي، ما رح اوقف نهائياً,0,0,0,0,0,0,0,0,1,0
بعرف وين بتروحي كل يوم وبأي وقت، حركاتك كلها مكشوفة قدامي,0,0,0,0,0,0,0,0,1,0
كل يوم رح ابعتلك رسالة تذكرك فيي، ما رح تنسيني مهما حاولتي,0,0,0,0,0,0,0,0,1,0
شفت منشورك وعرفت وين كنتي، بطلي تكذبي علي، انا بعرف كل شي عنك,0,0,0,0,0,0,0,0,1,0
رح خليكي مشهورة بكل مجموعات الحي بصورك يلي عندي اذا ما رديتي,0,0,0,0,0,0,0,0,1,0
بتفكري حالك ذكية لما تبلوكيني؟ عندي ألف طريقة لوصلك، انتظري,0,0,0,0,0,0,0,0,1,0
ا.ن.ا ب.ع.ر.ف.ك أكتر مما تتخيلي، حياتك كتاب مفتوح قدامي كلها,0,0,0,0,0,0,0,0,1,0
رح ابعتلك رسايل كل ساعة بالليل لتعرفي إنو ما في مهرب مني,0,0,0,0,0,0,0,0,1,0
عرفت محل سكنك الجديد، صرت جارك تقريباً، رح نشوف بعض كتير قريباً,0,0,0,0,0,0,0,0,1,0
كل ما تطلعي مع حدا رح اعرف، عندي عيون بكل مكان بتروحيلو، انتبهي,0,0,0,0,0,0,0,0,1,0
بطلي تتمنعي، انتي ملكي ومحدا غيري رح يقربلك، افهمي هالحكي منيح,0,0,0,0,0,0,0,0,1,0
رح اخبر خطيبك بأشياء عنك رح تخليه يتركك فوراً، فكري قبل ما ترفضيني,0,0,0,0,0,0,0,0,1,0
شفتك لابسة هيك اليوم، مو لايق فيكي تطلعي بهالشكل، خليكي بالبيت أحسن,0,0,0,0,0,0,0,0,1,0
عندي محادثاتنا كلها مصورة ورح اطلعها للعالم اذا ما عدتي إلي,0,0,0,0,0,0,0,0,1,0
كل ما تحاولي تتجاهليني رح اعمل شي يخليكي تتذكري إني موجود,0,0,0,0,0,0,0,0,1,0
و.ل.ك رح اضل ابعتلك صورك القديمة لتعرفي إني ماسك عليكي كل شي,0,0,0,0,0,0,0,0,1,0
بعرف رقم أهلك وممكن اتصل فيهم بأي لحظة واخبرهم أشياء عنك,0,0,0,0,0,0,0,0,1,0
رح علّق ع كل صورة بتنشريها بكلام يخليكي تستحي تطلعي عالناس,0,0,0,0,0,0,0,0,1,0
شفتك بتضحكي مع غيري، رح اخليكي تبكي اذا ما رجعتيلي بسرعة,0,0,0,0,0,0,0,0,1,0
انتي ما بتقدري تختفي مني، بعرف أصحابك وأماكنك كلها بالتفصيل,0,0,0,0,0,0,0,0,1,0
رح اتصل بمدير شغلك واخبرو أشياء عنك تخليه يطردك فوراً، انتبهي,0,0,0,0,0,0,0,0,1,0
ك.ل ي.و.م رح ذكرك إنك مديونة إلي ورح تدفعي بطريقة أو بأخرى,0,0,0,0,0,0,0,0,1,0
بطلي تردي بجفاف، انا بهتم فيكي أكتر من أي حدا، ليش بتعامليني هيك؟,0,0,0,0,0,0,0,0,1,0
رح انشر رقمك بمواقع مشبوهة لين يجنك الاتصالات وترجعي تتوسليلي,0,0,0,0,0,0,0,0,1,0
عرفت إنك سافرتي، بس لا تفكري إنك بعيدة عني، رح ضل ألاحقك,0,0,0,0,0,0,0,0,1,0
كل ما تبلوكي رقم رح اطلع من رقم تاني، ما عندي وقت غير لمضايقتك,0,0,0,0,0,0,0,0,1,0
شفت صورك مع عيلتك، حلوين، رح يكون عيب لو صارلهم شي بسببك انتي,0,0,0,0,0,0,0,0,1,0
و.ل.ك يا متكبرة رح اخليكي تركعي وتتوسلي لي بعد ما كنتي تتجاهليني,0,0,0,0,0,0,0,0,1,0
رح اخبر كل خطّابك إنك مرتبطة فيي عشان ما حدا يقربلك غيري,0,0,0,0,0,0,0,0,1,0
بعرف نمرة بيتك وبزور أهلك بأي وقت اذا ما رديت ع رسايلي,0,0,0,0,0,0,0,0,1,0
كل ما تطلعي صورة جديدة رح احفظها، عم بكوّن أرشيف كامل عنك,0,0,0,0,0,0,0,0,1,0
انتي بتستاهلي يلي عم بعملو فيكي لإنك رفضتيني وجرحتي كبريائي,0,0,0,0,0,0,0,0,1,0
رح ضل ابعتلك من حسابات وهمية لين تيأسي وتقبلي تحكي معي أخيراً,0,0,0,0,0,0,0,0,1,0
شفتك دخلتي عالبناية الفلانية، صرت بعرف وين بتسكني بالضبط، انتظري,0,0,0,0,0,0,0,0,1,0
بطلي تشتكي عليي، كل ما تشتكي رح ارجع بحساب جديد واضايقك أكتر,0,0,0,0,0,0,0,0,1,0
ر.ح ا.ف.ض.ح.ك قدام كل اللي بتعرفيهم اذا ما سمعتي كلامي بسرعة,0,0,0,0,0,0,0,0,1,0
عندي كل أسرارك وكل يلي حكيتيلي ياه، رح اطلعو اذا ما عدتي إلي,0,0,0,0,0,0,0,0,1,0
كل صباح رح تستيقظي ع رسالة مني لتعرفي إني أول واحد بفكر فيكي,0,0,0,0,0,0,0,0,1,0
شفتك مع شب تاني، رح اعرف مين هو وأخليه يبتعد عنك بطريقتي الخاصة,0,0,0,0,0,0,0,0,1,0
انتي ما بتقدري تكملي حياتك بدوني، رح اعترض كل علاقة بتدخليها,0,0,0,0,0,0,0,0,1,0
رح اتصل فيكي ألف مرة باليوم لحتى تجنّي وتقبلي تردي علي أخيراً,0,0,0,0,0,0,0,0,1,0
بعرف عنوان عملك ووقت خروجك، رح اكون منتظرك بكرا، استعدي لتشوفيني,0,0,0,0,0,0,0,0,1,0
عارف وين بتروح وبتيجي، لما بدي كون موجود رح أكون,0,0,0,0,0,0,0,0,1,0
بكل صورة بتنشريها أنا هناك وشايفك وعارفك وناطرك,0,0,0,0,0,0,0,0,1,0
إذا ما رديتي على رسايلي رح أجي على بيتك وأنتظرك,0,0,0,0,0,0,0,0,1,0
عندي صور إلك ما تتمني ينشروها، فكري منيح بردك,0,0,0,0,0,0,0,0,1,0
ما رح تهربي مني لأني بعرف كل مكان بتروحي إليه,0,0,0,0,0,0,0,0,1,0
زوجك ما بيعرف كمية يلي صار بيناتنا وأنا ممكن أخبره,0,0,0,0,0,0,0,0,1,0
بضل رسلك رسايل 100 رسالة بليل حتى تردي علي,0,0,0,0,0,0,0,0,1,0
صاحبتك رح تعرف كل شي عنك إذا ما جيتي تحكيني,0,0,0,0,0,0,0,0,1,0
طبعاً أنت فاشل وكل الكل يعرف إنك فاشل ومو شي,0,0,0,0,0,0,0,0,1,0
اشتقتلك لدرجة إني بتابع كل منشوراتك وحركاتك,0,0,0,0,0,0,0,0,1,0
رح اعمل حساب وهمي وانشر صورك إذا ما ردك علي,0,0,0,0,0,0,0,0,1,0
بعرف مكانك الجديد ورح أتابعك لأي مكان انتقلت إليه,0,0,0,0,0,0,0,0,1,0
أهلك رح يعرفوا كل شي إذا ما اتصلت فيي بهالأسبوع,0,0,0,0,0,0,0,0,1,0
رح ابعت رسايل جماعية لكل معارفك عن سلوكك الحقيقي,0,0,0,0,0,0,0,0,1,0
شغلتك رح تعرف يلي صار إذا ما استجبت لطلباتي,0,0,0,0,0,0,0,0,1,0
دايماً موجود تحت بيتك وبشوفك وأنت ما بتحس في,0,0,0,0,0,0,0,0,1,0
رح أعلق ملصقات بصورتك بحيك إذا ما تراجعت عن قرارك,0,0,0,0,0,0,0,0,1,0
عندي فيديو منك وقت ما كنا مع بعض، فكر شو بتعملو,0,0,0,0,0,0,0,0,1,0
ما رح توقف الرسايل حتى تعطيني يلي بطلبو منك,0,0,0,0,0,0,0,0,1,0
بعرف وين بيشتغل زوجك وأولادك، أحسنلك تسمعي,0,0,0,0,0,0,0,0,1,0
رح اهجم على صفحتك كل يوم بتعليقات تخرب علاقاتك,0,0,0,0,0,0,0,0,1,0
أنت مجرد أداة وبقدر أنهيك متى ما قررت إنهاءك,0,0,0,0,0,0,0,0,1,0
كل لحظة بعيشها بفكر فيك وكيف أخليك ترجعيلي,0,0,0,0,0,0,0,0,1,0
شيّلتك من رأسي لما شلتيني من حياتك هيك بس,0,0,0,0,0,0,0,0,1,0
بكل مجموعة واتساب معكم رح أنشر قصتك الحقيقية,0,0,0,0,0,0,0,0,1,0
ما رح أتركك تعيش بسلام حتى تعطيني ما أريد منك,0,0,0,0,0,0,0,0,1,0
كل يوم رح تجدي رسالة جديدة تذكرك إني موجود,0,0,0,0,0,0,0,0,1,0
الحياة بدونك ما تستاهل، وأنت رح تفهم معناها قريباً,0,0,0,0,0,0,0,0,1,0
عندي محادثاتنا القديمة وما تعرف وين رح أبعتها,0,0,0,0,0,0,0,0,1,0
رح أحضر كل تجمعاتك وأخليك تتعذب أمام الكل,0,0,0,0,0,0,0,0,1,0
صاحبك رح يعرف يلي عملتو ويتخلى عنك إذا ما ردك,0,0,0,0,0,0,0,0,1,0
بستنى يوم ترجعي بنفسك مذلولة وراكعة على ركبتيك,0,0,0,0,0,0,0,0,1,0
رح أنشر أسرارك واحد واحد حتى ما يضل عندك صديق,0,0,0,0,0,0,0,0,1,0
أنت لا تستحق السعادة وأنا رح تأكد إنك ما تحسها,0,0,0,0,0,0,0,0,1,0
رح أتابعك لكل مكان بالسيارة حتى تعرفي إني موجود,0,0,0,0,0,0,0,0,1,0
محادثاتنا رح تنشر على الإنترنت إذا ما خضعت لي,0,0,0,0,0,0,0,0,1,0
كل ليلة قبل ما تناموا رح تجي رسالة تذكرك فين,0,0,0,0,0,0,0,0,1,0
رح أدمر كل شي بنيتيه في حياتك من صداقات ومسيرة,0,0,0,0,0,0,0,0,1,0
مش قادر أوقف نفسي عن التفكير بكيف أنتقم منك,0,0,0,0,0,0,0,0,1,0
رح انشر رقمك بمجموعات للتعارف وأخلي الكل يتصل فيك,0,0,0,0,0,0,0,0,1,0
بعرف وين بيتعلم ولادك وأي طريق بياخدوا كل يوم,0,0,0,0,0,0,0,0,1,0
رح أقطع اشتراك النت والموبايل بطريقتي الخاصة عليك,0,0,0,0,0,0,0,0,1,0
دايماً بتخلص على السيارة رح أكون هناك وأشوفك,0,0,0,0,0,0,0,0,1,0
رح احكي لمديرك عن أشياء ما صارت أصلاً لأنهي وظيفتك,0,0,0,0,0,0,0,0,1,0
صورتك رح تكون بكل مكان بالحي إذا ما رضخت للطلبات,0,0,0,0,0,0,0,0,1,0
ما رح تقدري تنامي بسلام طالما أنا موجود بحياتك,0,0,0,0,0,0,0,0,1,0
رح ابعتلك باقة ورد كل يوم لتذكريك إني ما نسيتك,0,0,0,0,0,0,0,0,1,0
أنت بتستاهل كل شي سيء يصيرك لأنك دمرت حياتي,0,0,0,0,0,0,0,0,1,0
رح أوقف سيارتي قدام بيتك كل ليلة وأضغط على البوق,0,0,0,0,0,0,0,0,1,0
ما في شي رح يوقفني عن ملاحقتك أياً كان المكان,0,0,0,0,0,0,0,0,1,0
رح أحضر كل اجتماع عملك وأخليك تتعذب علناً أمامهم,0,0,0,0,0,0,0,0,1,0
انتبهوا! شرب الماء الساخن مع الليمون بيقتل فيروس كورونا نهائياً، انشروها,0,0,0,0,0,0,0,0,0,1
الحكومة رح تقطع الكهربا نهائياً الشهر الجاي، خزنوا شموع من هلق,0,0,0,0,0,0,0,0,0,1
وصل خبر مؤكد إنو رواتب الموظفين رح تتضاعف بكرا، شيرو الخبر,0,0,0,0,0,0,0,0,0,1
ثبت علمياً إنو الموبايل بيسبب سرطان الدماغ خلال 5 سنين استخدام,0,0,0,0,0,0,0,0,0,1
تحذير: المويه بالمناطق الشرقية ملوثة بمواد سامة، لا تشربوها,0,0,0,0,0,0,0,0,0,1
اكتشف العلماء إنو البصل بيشفي من كل الأمراض المزمنة بأسبوع,0,0,0,0,0,0,0,0,0,1
عاجل: البنوك رح تجمد كل الحسابات بكرا، اسحبوا مصاريكم هلق,0,0,0,0,0,0,0,0,0,1
خبر مؤكد إنو رح يصير زلزال كبير بالمنطقة الأسبوع الجاي، احذروا,0,0,0,0,0,0,0,0,0,1
ا.ن.ت.ب.ه.و.ا اللقاح بيغير الحمض النووي وبيخليك عقيم، لا تاخدوه,0,0,0,0,0,0,0,0,0,1
الملح البحري بيعالج كل أنواع الالتهابات، بطّلوا تاخدوا مضادات,0,0,0,0,0,0,0,0,0,1
تم تأكيد إنو شركات الموبايل عم تتنصت عكل مكالماتكم وتبيع بياناتكم,0,0,0,0,0,0,0,0,0,1
عاجل جداً: رح ينزل سعر الدولار لـ100 ليرة بكرا، لا تبيعوا دولاراتكم,0,0,0,0,0,0,0,0,0,1
ثبت إنو النوم بعد الأكل مباشرة بيسبب جلطة قلبية فورية، انتبهوا,0,0,0,0,0,0,0,0,0,1
الحكومة بتخفي علاج كل الأمراض عشان شركات الدوا تربح، الحقيقة هون,0,0,0,0,0,0,0,0,0,1
وصلنا خبر إنو رح يصير حظر تجول شامل بكرا، خزنوا أكل وشرب,0,0,0,0,0,0,0,0,0,1
تحذير عاجل: في مادة مسرطنة بكل أنواع الحليب المعلب، لا تشتروه,0,0,0,0,0,0,0,0,0,1
